Name,EGFP,EGFP,DAPI,DAPI,MitoTracker Red CMXRos,MitoTracker Red CMXRos,mCitrine,mCitrine
Spectrum Type,Ab,Em,Ab,Em,Ab,Em,Ab,Em
Quantum Yield,,0.6,,,,,,
Extinction Coefficient,,"56,000",,,,,,
200,,,,,,,,
201,,,,,,,,
202,,,,,,,,
203,,,,,,,,
204,,,,,,,,
205,,,,,,,,
206,,,,,,,,
207,,,,,,,,
208,,,,,,,,
209,,,,,,,,
210,,,,,,,,
211,,,,,,,,
212,,,,,,,,
213,,,,,,,,
214,,,,,,,,
215,,,,,,,,
216,,,,,,,,
217,,,,,,,,
218,,,,,,,,
219,,,,,,,,
220,,,,,,,,
221,,,,,,,,
222,,,,,,,,
223,,,,,,,,
224,,,,,,,,
225,,,,,,,,
226,,,,,,,,
227,,,,,,,,
228,,,,,,,,
229,,,,,,,,
230,,,,,,,,
231,,,,,,,,
232,,,,,,,,
233,,,,,,,,
234,,,,,,,,
235,,,,,,,,
236,,,,,,,,
237,,,,,,,,
238,,,,,,,,
239,,,,,,,,
240,,,,,,,,
241,,,,,,,,
242,,,,,,,,
243,,,,,,,,
244,,,,,,,,
245,,,,,,,,
246,,,,,,,,
247,,,,,,,,
248,,,,,,,,
249,,,,,,,,
250,,,,,,,,
251,,,,,,,,
252,,,,,,,,
253,,,,,,,,
254,,,,,,,,
255,,,,,,,,
256,,,,,,,,
257,,,,,,,,
258,,,,,,,,
259,,,,,,,,
260,,,,,,,,
261,,,,,,,,
262,,,,,,,,
263,,,,,,,,
264,,,,,,,,
265,,,,,,,,
266,,,,,,,,
267,,,,,,,,
268,,,,,,,,
269,,,,,,,,
270,,,,,,,,
271,,,,,,,,
272,,,,,,,,
273,,,,,,,,
274,,,,,,,,
275,,,,,,,,
276,,,,,,,,
277,,,,,,,,
278,,,,,,,,
279,,,,,,,,
280,,,,,,,,
281,,,,,,,,
282,,,,,,,,
283,,,,,,,,
284,,,,,,,,
285,,,,,,,,
286,,,,,,,,
287,,,,,,,,
288,,,,,,,,
289,,,,,,,,
290,,,,,,,,
291,,,,,,,,
292,,,,,,,,
293,,,,,,,,
294,,,,,,,,
295,,,,,,,,
296,,,,,,,,
297,,,,,,,,
298,,,,,,,,
299,,,,,,,,
300,0.096211765,,0.6112957,,0.1355363,0,0.058568233,
301,0.087224858,,0.5548173,,0.1384766,0,0.052431128,
302,0.080075865,,0.4950166,,0.1401568,0,0.050330738,
303,0.073880414,,0.4642857,,0.141417,0,0.045815537,
304,0.067471447,,0.4418605,,0.1435172,0,0.043594156,
305,0.061201631,,0.4194352,,0.1450574,0,0.038509568,
306,0.057892437,,0.4069767,,0.1470176,0,0.036350926,
307,0.05410283,,0.4011628,,0.1506581,0,0.034020968,
308,0.052830307,,0.3978405,,0.1538785,0,0.032923409,
309,0.049037976,,0.3995016,,0.1577989,0,0.0295164,
310,0.048697908,,0.4036545,,0.1635396,0,0.029511955,
311,0.047399324,,0.4136213,,0.1674601,0,0.028630676,
312,0.045873938,,0.4227575,,0.1712405,0,0.027218066,
313,0.044578157,,0.4335548,,0.175161,0,0.026904009,
314,0.04391426,,0.4526578,,0.1767012,0,0.027014539,
315,0.044649251,,0.4700997,,0.1760011,0,0.025702238,
316,0.044204068,,0.4883721,,0.1713806,0,0.026484103,
317,0.042004382,,0.5116279,,0.1653598,0,0.025413636,
318,0.041226039,,0.5299003,,0.1570988,0,0.025123443,
319,0.039900683,,0.5506644,,0.1426771,0,0.024978536,
320,0.039053254,,0.5805648,,0.1304957,0,0.024400419,
321,0.037819566,,0.5996678,,0.1177541,0,0.02464263,
322,0.035277436,,0.6179402,,0.100112,0,0.023840546,
323,0.034614148,,0.6461794,,0.08807056,0,0.023643726,
324,0.034751467,,0.6644518,,0.07742929,0,0.023376932,
325,0.034631953,,0.6827242,,0.06524783,0,0.023123611,
326,0.031724821,,0.7076411,,0.05796696,0,0.022831166,
327,0.032413893,,0.7217608,,0.05152618,0,0.023202621,
328,0.032141083,,0.7392027,,0.04424531,0,0.023940246,
329,0.029563787,,0.7641196,,0.03948474,0,0.022213989,
330,0.03079229,,0.7790697,,0.0358443,0,0.022430205,
331,0.030460746,,0.7948505,,0.03178381,0,0.022115406,
332,0.02989004,,0.8156146,,0.02898348,0,0.022371596,
333,0.031682807,,0.8305648,,0.02674321,0,0.022834627,
334,0.031248087,,0.8405315,,0.02366284,0,0.023875341,
335,0.030291687,,0.8563123,,0.02212265,0,0.021947,
336,0.032212148,,0.8687708,,0.02128255,0,0.024255303,
337,0.032374108,,0.8795681,,0.0200224,0,0.024362125,
338,0.032585431,,0.8936877,,0.0191823,0,0.023885988,
339,0.033437466,,0.8995016,,0.01932232,0,0.023216557,
340,0.034823649,,0.9061462,,0.01960235,0,0.024921827,
341,0.034588471,,0.9169435,,0.01974237,0,0.024453247,
342,0.035732945,,0.9227575,,0.01974237,0,0.024745514,
343,0.036379527,,0.9269102,,0.02030244,0,0.024276854,
344,0.037361082,,0.9352159,,0.02100252,0,0.024629766,
345,0.039757217,,0.9418604,,0.02184262,0,0.025219205,
346,0.04124095,,0.948505,,0.02324279,0,0.025383911,
347,0.042879883,,0.9551495,,0.02478297,0,0.024878888,
348,0.043806805,,0.9601328,,0.02604312,0,0.02299662,
349,0.046640093,,0.9659469,,0.02772333,0,0.023118273,
350,0.04895206,,0.9725913,,0.02912349,0,0.021975268,
351,0.048075445,,0.9784053,,0.03066368,0,0.018894179,
352,0.051169477,,0.9833887,,0.03290395,0,0.021771358,
353,0.056989649,,0.9883721,,0.03430412,0,0.023400859,
354,0.053922251,,0.9908638,,0.03556427,0,0.023472403,
355,0.055660383,,0.9933555,,0.03738449,0,0.02018923,
356,0.058994872,,0.9966777,,0.03878465,0,0.018797872,
357,0.061618444,,0.9983389,,0.04046485,0,0.020632627,
358,0.064603692,,1,,0.04256511,0,0.020862985,
359,0.066179123,,1,,0.04410529,0,0.018977988,
360,0.068477183,,0.9983389,,0.04606553,0,0.021601046,
361,0.072282448,,0.9958472,,0.04858583,0,0.019921923,
362,0.072945868,,0.9908638,,0.05054606,0,0.019455501,
363,0.075568965,,0.986711,,0.05264632,0,0.019453232,
364,0.079787291,,0.980897,,0.05572669,0,0.019357896,
365,0.081354159,,0.9692691,,0.05782694,0,0.019402179,
366,0.084128088,,0.9593024,,0.06006721,0,0.017405362,
367,0.087514673,,0.9468439,,0.06230748,0,0.016404193,
368,0.090892322,,0.929402,,0.06342761,0,0.017028151,
369,0.092056292,,0.9152824,,0.06440773,0,0.016273771,
370,0.095531271,,0.8995016,,0.06510781,0,0.015177569,
371,0.09838212,,0.877907,,0.06510781,0,0.015904258,
372,0.100237307,,0.8596346,,0.06468776,0,0.015032415,
373,0.101117148,,0.8405315,,0.0632876,0,0.014048701,
374,0.107751953,,0.8164452,,0.06160739,0,0.014300292,
375,0.11028486,,0.7981728,,0.05992719,0,0.014408369,
376,0.112291915,,0.7807309,,0.05698684,0,0.014113489,
377,0.116021991,,0.7558139,,0.05460655,0,0.0151574,
378,0.117397163,,0.736711,,0.05236629,0,0.014292573,
379,0.121732806,,0.717608,,0.04858583,0,0.014987942,
380,0.124974976,,0.6901994,,0.04592551,0,0.013622837,
381,0.126882043,,0.6686047,,0.04340521,0,0.014211769,
382,0.129631861,,0.6461794,,0.03990479,0,0.014127959,
383,0.132441567,,0.614618,,0.03738449,0,0.014377971,
384,0.13494488,,0.5905315,,0.03514422,0,0.013793792,
385,0.136305444,,0.5656146,,0.0324839,0,0.014029412,
386,0.139307737,,0.5307309,,0.03052366,0,0.014380223,
387,0.142942907,,0.5033223,,0.02856343,0,0.0154488,
388,0.144221259,,0.4742525,,0.02604312,0,0.015134937,
389,0.14651991,,0.4360465,,0.02450294,0,0.014659454,
390,0.147955869,,0.4053156,,0.02310277,0,0.015047669,
391,0.151305318,,0.3762458,,0.02156259,0,0.014449387,
392,0.154131259,,0.3372093,,0.02044245,0,0.014665408,
393,0.156116276,,0.3081395,,0.01946234,0,0.014874215,
394,0.158214909,,0.2807309,,0.0183422,0,0.014680453,
395,0.160446488,,0.2450166,,0.01792215,0,0.015176844,
396,0.162167743,,0.2209302,,0.01764212,0,0.015001464,
397,0.164557352,,0.198505,,0.0175021,0,0.015793477,
398,0.165109169,,0.1710963,,0.01736208,0,0.01603239,
399,0.167147592,,0.1519934,,0.01722207,0,0.016389028,
400,0.168343645,,0.1353821,0.1181029,0.01736208,0,0.016453563,
401,0.168214771,,0.1162791,0.1305848,0.0175021,0,0.016657651,
402,0.169984162,,0.10299,0.1449921,0.0175021,0,0.016820477,
403,0.170100976,,0.09136212,0.1612385,0.01778213,0,0.016981929,
404,0.171026565,,0.08056479,0.1802439,0.01792215,0,0.016583456,
405,0.17316072,,0.0730897,0.1983295,0.01806217,0,0.018055377,
406,0.173196343,,0.06644518,0.2167218,0.01862223,0,0.017875835,
407,0.174229797,,0.05980066,0.239712,0.01876225,0,0.017967561,
408,0.176295639,,0.05481728,0.257629,0.01904229,0,0.019071245,
409,0.176839499,,0.04900332,0.2785424,0.01946234,0,0.01885406,
410,0.17757656,,0.04318937,0.2988496,0.01974237,0,0.018134187,
411,0.179720905,,0.03820598,0.3134325,0.02016242,0,0.018404775,
412,0.181814998,,0.03322259,0.3374044,0.02044245,0,0.018390414,
413,0.183962686,,0.02906977,0.3568919,0.02058247,0,0.019125876,
414,0.18575659,,0.02574751,0.3763519,0.0208625,0,0.01844159,
415,0.187903563,,0.02325581,0.3988427,0.02142257,0,0.018687455,
416,0.190102015,,0.01993356,0.4186127,0.02142257,0,0.01879257,
417,0.193252921,,0.01827242,0.4449955,0.0217026,0,0.01934639,
418,0.196673633,,0.01744186,0.4620789,0.02212265,0,0.019989317,
419,0.19919721,,0.01578073,0.4860853,0.02226267,0,0.019874523,
420,0.202822627,,0.0141196,0.5091616,0.02240269,0,0.020902984,
421,0.20519822,,0.01328904,0.5322725,0.02240269,0,0.020376097,
422,0.2078932,,0.01245847,0.5547978,0.02226267,0,0.020643141,
423,0.211250431,,0.01162791,0.5734656,0.02212265,0,0.021303952,
424,0.214702621,,0.01079734,0.587587,0.02212265,0,0.020843536,
425,0.218043427,,0.009966778,0.6118689,0.02198264,0,0.021941549,
426,0.22178741,,0.009966778,0.6279879,0.02184262,0,0.021656132,
427,0.225435457,,0.009966778,0.6487566,0.02156259,0,0.022189088,
428,0.229905375,,0.008305648,0.6710064,0.02128255,0,0.02264747,
429,0.235451408,,0.007475083,0.6964938,0.0208625,0,0.023334706,
430,0.240799321,,0.007475083,0.7131638,0.02058247,0,0.02394518,
431,0.245643975,,0.006644518,0.7377557,0.02016242,0,0.024381599,
432,0.251811613,,0.006644518,0.7506372,0.01974237,0,0.024398049,
433,0.258277878,,0.005813953,0.7714404,0.0191823,0,0.025339061,
434,0.266102984,,0.004983389,0.7904526,0.01890227,0,0.025502855,
435,0.274126415,,0.004983389,0.8080182,0.01876225,0,0.026932612,
436,0.283158407,,0.004152824,0.8208997,0.01876225,0,0.027345546,
437,0.291827095,,0.003322259,0.8372942,0.01848222,0,0.027981168,
438,0.301808197,,0.003322259,0.8478336,0.0183422,0,0.029232622,
439,0.314146014,,0.004152824,0.8569263,0.0183422,0,0.030585678,
440,0.32480423,,0.003322259,0.8697734,0.0183422,0,0.032156477,
441,0.337027204,,0.002491694,0.896604,0.0183422,0,0.03352159,
442,0.349633951,,0.001661129,0.9128952,0.01820218,0,0.035260031,
443,0.36294672,,0.002491694,0.9132052,0.01820218,0,0.036934454,
444,0.376595608,,0.001661129,0.9274299,0.01806217,0,0.038892125,
445,0.39150143,,0.001661129,0.9437211,0.01806217,0,0.04046385,
446,0.407177338,,0.000831,0.9437211,0.01806217,0,0.043418667,
447,0.422506323,,0.000831,0.9508163,0.01778213,0,0.045593884,
448,0.439250213,,0.000831,0.9585313,0.01722207,0,0.048145297,
449,0.455787953,,0,0.9662121,0.01694203,0,0.051222741,
450,0.4733523,,0,0.96325,0.01680202,0,0.054194535,
451,0.489829771,,0,0.9700696,0.016662,0,0.057302225,
452,0.507998057,,0,0.9748226,0.01652198,0,0.060520384,
453,0.525355113,,0,0.9780602,0.01638197,0,0.063605086,
454,0.543107477,,0,0.9927327,0.01624195,0,0.066217693,
455,0.561031243,,0,0.9882552,0.01610193,0,0.069803775,
456,0.578507318,,0,0.9930427,0.01596192,0,0.07305013,
457,0.595051044,,0,0.9957291,0.0158219,0,0.075763613,
458,0.611877015,,0,0.9879452,0.01554186,0,0.079854382,
459,0.62835837,,0,0.9932493,0.01540185,0,0.083685799,
460,0.643794665,,0,0.9941104,0.01512182,0,0.088056575,
461,0.660063913,,0,1,0.0149818,0,0.092925928,
462,0.674443758,,0,0.9913206,0.01484178,0,0.097704596,
463,0.688745583,0.002735659,0,0.9988978,0.01470176,0,0.102971695,
464,0.70180735,0.003099256,0,0.9981401,0.01442173,0,0.108411423,
465,0.715071589,0.003360384,0,0.988324,0.01428171,0,0.114514948,
466,0.727735539,0.003991364,0,0.9910449,0.01428171,0,0.120806344,
467,0.739694722,0.004340943,0,0.9798512,0.01428171,0,0.127713704,
468,0.752407727,0.005096152,0,0.9816422,0.0141417,0,0.136343922,
469,0.764727762,0.006058988,0,0.9715851,0.01428171,0,0.145290003,
470,0.777079332,0.007167881,0,0.9698285,0.01442173,0,0.15521409,
471,0.788889304,0.008606307,0,0.9613213,0.01456175,0,0.166065227,
472,0.801713327,0.010133883,0,0.9528139,0.01484178,0,0.178000212,
473,0.814289152,0.012206673,0,0.9426534,0.0149818,0,0.191004744,
474,0.828576318,0.015094781,0,0.9305641,0.01540185,0,0.205529417,
475,0.841845111,0.017850456,0,0.9240201,0.01596192,0,0.219750116,
476,0.856100216,0.022003058,0,0.9138596,0.01652198,0,0.23527064,
477,0.87051662,0.0265639,0,0.9076599,0.01722207,0,0.250659108,
478,0.884566275,0.03182726,0,0.9112765,0.01848222,0,0.265309247,
479,0.900311211,0.038429059,0,0.9010126,0.01932232,0,0.281030835,
480,0.91514307,0.046122385,0,0.8937453,0.02030244,0,0.29422513,
481,0.929017176,0.055017139,0,0.8725632,0.02184262,0,0.306651202,
482,0.943643176,0.065063017,0,0.8656403,0.02310277,0,0.318087152,
483,0.956847789,0.078255621,0,0.8415651,0.02436292,0,0.327042394,
484,0.969145515,0.092036766,0,0.834711,0.02618314,0,0.335229888,0.001740173
485,0.979271127,0.109017067,0,0.8238961,0.02772333,0,0.3411463,0.001765665
486,0.988537914,0.126621272,0,0.8163532,0.02940353,0,0.346583764,0.001887733
487,0.993941277,0.147950677,0,0.8026108,0.0316438,0,0.351153718,0.002086439
488,0.998198957,0.171554619,0,0.7911758,0.03318398,0,0.354024188,0.002261459
489,1,0.198142183,0,0.7823586,0.03486418,0,0.358384699,0.002527149
490,0.996854248,0.226742287,0,0.7806709,0.03738449,0,0.361724106,0.002715901
491,0.990849019,0.258711835,0,0.7707516,0.03906469,0,0.366657733,0.003070493
492,0.979741126,0.294534885,0,0.7509128,0.04074489,0,0.372927988,0.003463713
493,0.964037887,0.331472353,0,0.7396501,0.04312518,0,0.379038669,0.003880999
494,0.944214032,0.371416294,0,0.7307295,0.04480538,0,0.38813942,0.004668147
495,0.919420723,0.415519769,0,0.7198112,0.0466256,0,0.398241618,0.00549951
496,0.89039175,0.459751319,0,0.7069298,0.04900588,0,0.408773981,0.006452924
497,0.856115692,0.508786501,0,0.6910519,0.05054606,0,0.422211917,0.007811222
498,0.818834975,0.559359652,0,0.6862299,0.05222627,0,0.43768726,0.009231251
499,0.777514993,0.610420888,0,0.6758627,0.05460655,0,0.455597925,0.011431732
500,0.734627857,0.664928701,0,0.6675277,0.05628675,0,0.476211243,0.013618692
501,0.687353745,0.718196981,0,0.6481367,0.05796696,0,0.499855238,0.016594762
502,0.639935036,0.766608639,0,0.6467245,0.06048726,0,0.52662897,0.020176401
503,0.590594222,0.816120062,0,0.6325343,0.06230748,0,0.557022303,0.025997242
504,0.542821961,0.862209049,0,0.6180341,0.0641277,0,0.591787403,0.03164098
505,0.493045778,0.902704315,0,0.6099401,0.06678802,0,0.629212578,0.040303001
506,0.445872697,0.93546494,0,0.610009,0.06888826,0,0.670538907,0.050102372
507,0.399594269,0.966408061,0,0.59296,0.07112854,0,0.71519581,0.064014029
508,0.35481744,0.987663141,0,0.5806985,0.07462896,0,0.760686094,0.078814109
509,0.313643924,0.999375945,0,0.5751877,0.07756931,0,0.808559927,0.099765206
510,0.274675839,0.999907379,0,0.5579665,0.0807897,0,0.854523405,0.123168021
511,0.237581387,1,0,0.5503892,0.0858303,0,0.898904825,0.152906144
512,0.204212245,0.988874051,0,0.5383344,0.0900308,0,0.937198348,0.186539408
513,0.174652391,0.969557186,0,0.5308604,0.09479137,0,0.969032736,0.226584976
514,0.146882061,0.940587204,0,0.5190122,0.1022123,0,0.990077985,0.27205142
515,0.122856297,0.905958969,0,0.5106771,0.108233,0,1,0.322321856
516,0.101471049,0.871097662,0,0.5023765,0.1148138,0,0.995924914,0.381014164
517,0.083825878,0.834480345,0,0.4879796,0.124615,0,0.976825531,0.443189459
518,0.068615568,0.793440739,0,0.4807123,0.1318958,0,0.943994204,0.51219269
519,0.055344832,0.750855495,0,0.4725494,0.1395967,0,0.897537827,0.580952331
520,0.045377604,0.714860184,0,0.4587036,0.1507981,0,0.841560838,0.647161728
521,0.036223206,0.680209021,0,0.4538472,0.1590591,0,0.776019392,0.715293194
522,0.030698412,0.650413569,0,0.4434456,0.1677401,0,0.706165651,0.780843237
523,0.025678225,0.620777321,0,0.4291176,0.1802016,0,0.633284901,0.838011056
524,0.021170551,0.596643615,0,0.4212992,0.1894427,0,0.561833294,0.890265724
525,0.017805396,0.569841655,0,0.4140663,0.1985438,0,0.491540238,0.931190276
526,0.015738281,0.54700723,0,0.4081766,0.2112854,0,0.425619538,0.966095643
527,0.013806286,0.527545891,0,0.397224,0.2202464,0,0.365517639,0.987359711
528,0.012246996,0.508442967,0,0.3913687,0.2290675,0,0.310369161,0.998987175
529,0.010902367,0.490018,0,0.3817937,0.2405489,0,0.261784992,0.999998031
530,0.009269304,0.473268038,0,0.3725977,0.2483898,0,0.21950532,1
